Property Melting Point,Property Density,Property Boiling Point,Property Solubility,Property Molar Mass,Name,formula
,,,,,Polyoxymethylene dimethyl ethers,H$_{3}$CO(CH$_{2}$O)$_{n}$CH$_{3}$
35.5,2.5,120,16.7,141.94,Arsenic acid,H$_{3}$AsO$_{4}$
,,,,,Hitachimycin,C$_{29}$H$_{35}$NO$_{5}$
285-288,,556.89,,,Ursolic acid,C$_{30}$H$_{48}$O$_{3}$
,,,,,Nitrocefin,C$_{21}$H$_{16}$N$_{4}$O$_{8}$S$_{2}$
36,,,,,Vinylphosphonic acid,C$_{2}$H$_{5}$O$_{3}$P
205-207,,,"Sol. MeOH, CHCl$_{3}$ insol. H$_{2}$O, hexane",,MC21-A,C$_{12}$H$_{6}$Br$_{4}$O$_{2}$
,,,10-Jan,,Glycyrrhizin,C$_{42}$H$_{62}$O$_{16}$
,,,,,WIN 55 212-2,
68,1.38,170-175,,244.25,Dioxybenzone,C$_{14}$H$_{12}$O$_{4}$
,,,,,Acetohydroxamic acid,
1620,4.88,,insoluble,147.395,Zirconium disilicide,ZrSi$_{2}$
,,,,,Muramic acid,C$_{9}$H$_{17}$NO$_{7}$
1000,,,slightly soluble,,Beryllium hydroxide,H$_{2}$BeO$_{2}$
,,,,448.41,Sakuranin,C$_{22}$H$_{24}$O$_{10}$
,,,,314.336,ZK-93426,C$_{18}$H$_{20}$N$_{2}$O$_{3}$
,,,,,Iprindole,C$_{19}$H$_{28}$N$_{2}$
,3.6246,,soluble,531.7078,Antimony sulfate,Sb$_{2}$(SO$_{4}$)$_{3}$
,,,insoluble,192.155,Molybdenum trisulfide,MoS$_{3}$
,,,,,Fulvalene,C$_{10}$H$_{8}$
,,,,911.661,HMG-CoA,C$_{27}$H$_{44}$N$_{7}$O$_{20}$P$_{3}$S
,,,,,Milatuzumab,C$_{6518}$H$_{10066}$N$_{1758}$O$_{2020}$S$_{40}$
,,,,,Piracetam,C$_{6}$H$_{10}$N$_{2}$O$_{2}$
,,,,,Cinchocaine,C$_{20}$H$_{29}$N$_{3}$O$_{2}$
,,,,,Silandrone,C$_{22}$H$_{36}$O$_{2}$Si
,,,,,Etravirine,C$_{20}$H$_{15}$BrN$_{6}$O
,,,,,Flurbiprofen,C$_{15}$H$_{13}$FO$_{2}$
,,,,,Kebuzone,C$_{19}$H$_{18}$N$_{2}$O$_{3}$
275,,,,,Camptothecin,C$_{20}$H$_{16}$N$_{2}$O$_{4}$
,,,,,Terodiline,C$_{20}$H$_{27}$N
147-149,,270,,118.14,Indazole,C$_{7}$H$_{6}$N$_{2}$
-3,,37,miscible,,Tert-Butyl hydroperoxide,C$_{4}$H$_{10}$O$_{2}$
225,2.2,,,197.96,Dichloroisocyanuric acid,C$_{3}$HCl$_{2}$N$_{3}$O$_{3}$
,,,,,Medrogestone,C$_{23}$H$_{32}$O$_{2}$
,,,,436.4,Nothofagin,C$_{21}$H$_{24}$O$_{10}$
551,2.51,235,155,144.94,Ammonium iodide,NH$_{4}$I
,,,,,Phosphorine,C$_{5}$H$_{5}$P
-93.6,1.574,76.1,,137.33,Phosphorus trichloride,PCl$_{3}$
172-174,,,,,Ethanedisulfonic acid,C$_{2}$H$_{6}$S$_{2}$O$_{6}$
,,,,,Colforsin,C$_{27}$H$_{43}$NO$_{8}$
305.11,1.734,,,125.14,Taurine,C$_{2}$H$_{7}$NO$_{3}$S
,,,,,Fenpiprane,C$_{20}$H$_{25}$N
,0.95,,low,,Cyclohexanethiol,C$_{6}$H$_{12}$S
,,,,,Cyamemazine,C$_{19}$H$_{21}$N$_{3}$S
135-137,,,,146.14,Phenylpropiolic acid,C$_{9}$H$_{6}$O$_{2}$
,,,,,Methylpentynol,C$_{6}$H$_{10}$O
285,,,,,Dichloro(cycloocta-1 5-diene)platinum(II),C$_{8}$H$_{12}$Cl$_{2}$Pt
16,,170,,,Octadecyltrimethoxysilane,C$_{21}$H$_{46}$O$_{3}$Si
190,1.694,553,,,Vitamin C,
,,,Miscible,,Isopropylamine,C$_{3}$H$_{9}$N
,,,,,Niclosamide,C$_{13}$H$_{8}$Cl$_{2}$N$_{2}$O$_{4}$
3000,,,,245.08,Tantalum(IV) sulfide,TaS$_{2}$
,2.14,,220,,Monopotassium phosphite,KH$_{2}$PO$_{3}$
,,,,,BAY 59-3074,
,,,,238.28,Methyl hydroxychalcone,C$_{16}$H$_{14}$O$_{2}$
,5.56,,,252.065,Mercuric amidochloride,ClH$_{2}$HgN
326.8,,,,,Simple Cefalexin,C$_{16}$H$_{17}$N$_{3}$O$_{4}$S
,,,,647.043,Tetrauranium octadecafluoride,U$_{4}$F$_{18}$
,,,,350.49,U46619,C$_{21}$H$_{34}$O$_{4}$
,,,,,Eprazinone,C$_{24}$H$_{32}$N$_{2}$O$_{2}$
,,,50,,Adiponitrile,C$_{6}$H$_{8}$N$_{2}$
,,,,,CPCCOEt,C$_{13}$H$_{13}$NO$_{4}$
,,,,,Camylofin,C$_{19}$H$_{32}$N$_{2}$O$_{2}$
,,,,,Alizarine Yellow R,C$_{13}$H$_{8}$N$_{3}$NaO$_{5}$(NAsAlT)
,,,,,Azaserine,C$_{5}$H$_{7}$N$_{3}$O$_{4}$
,,,,,Stevioside,C$_{38}$H$_{60}$O$_{18}$
,,,,,Piperacetazine,C$_{24}$H$_{30}$N$_{2}$O$_{2}$S
13-Dec,1.74,,,949.4,Karstedt's catalyst,C$_{24}$H$_{54}$O$_{3}$Pt$_{2}$Si$_{6}$
2310,5.97,,,210.666,Yttrium(III) antimonide,YSb
,,,,,CECXG,C$_{22}$H$_{23}$NO$_{5}$
,0.928,103,slightly soluble,,Allyl acetate,C$_{5}$H$_{8}$O$_{2}$
2758,7,,,,Hafnium(IV) silicate,HfO$_{4}$Si
,,,,,Lemborexant,C$_{22}$H$_{20}$F$_{2}$N$_{4}$O$_{2}$
,,,,,Perrottetinene,C$_{24}$H$_{28}$O$_{2}$
,,,,,Piroxicam,C$_{15}$H$_{13}$N$_{3}$O$_{4}$S
215,,382.3,,222.305,Buthionine sulfoximine,C$_{8}$H$_{18}$N$_{2}$O$_{3}$S
,,,,,Mometasone furoate,
-15,,-36.5,,148.634,Germanium tetrafluoride,GeF$_{4}$
,,,,,Yttrium (90Y) tacatuzumab tetraxetan,
248,,275.6,,361.1,Tungsten(V) chloride,W$_{2}$Cl$_{10}$
92-94,,,,,Meta-Chloroperoxybenzoic acid,C$_{7}$H$_{5}$ClO$_{3}$
-96,,98.4,,,Isobutyl formate,C$_{5}$H$_{10}$O$_{2}$
-44,0.982,108,Insoluble,92.14,Quadricyclane,C$_{7}$H$_{8}$
,,,,,Ibutamoren,C$_{27}$H$_{36}$N$_{4}$O$_{5}$S
,,,,,New fuchsine,C$_{22}$H$_{24}$N$_{3}$Cl
,,,,,Cefatrizine,C$_{18}$H$_{18}$N$_{6}$O$_{5}$S$_{2}$
,,,,,Etomidate,C$_{14}$H$_{16}$N$_{2}$O$_{2}$
,,,,,Velaglucerase alfa,
,,,,,Benzoyl-$\beta$-D-glucoside,C$_{13}$H$_{16}$O$_{7}$
,,135-138,,,Thiazoline,C$_{3}$H$_{5}$NS
,,,,,DTPMP,C$_{9}$H$_{28}$N$_{3}$O$_{15}$P$_{5}$
260-262,,,~ 40,394.294,Ethidium bromide,C$_{21}$H$_{20}$BrN$_{3}$
,,,,,Camazepam,C$_{19}$H$_{18}$ClN$_{3}$O$_{3}$
,,,,,Trinitramide,N$_{4}$O$_{6}$
48.3,,73.72,,319.196,Rhenium heptafluoride,ReF$_{7}$
>345,>1.1,,insoluble,1013.79444,Paris Green,Cu(C$_{2}$H$_{3}$O$_{2}$)$_{2}$.3Cu(AsO$_{2}$)$_{2}$
216,3.68,239.4,reacts,358.213,Tantalum(V) chloride,TaCl$_{5}$
,,,,,Sincalide,C$_{49}$H$_{62}$N$_{10}$O$_{16}$S$_{3}$
148,,,,,Aloin,C$_{21}$H$_{22}$O$_{9}$
,,,,,Cyclen,C$_{8}$H$_{20}$N$_{4}$
122.5,,,,,Picric acid,C$_{6}$H$_{3}$N$_{3}$O$_{7}$
,,,,,Alniditan,C$_{17}$H$_{26}$N$_{4}$O
,,,,,Somatorelin,C$_{215}$H$_{358}$N$_{72}$O$_{66}$S
,,,,322.3,Leucopeonidin,C$_{16}$H$_{18}$O$_{7}$
,,,,,Duloxetine,C$_{18}$H$_{19}$NOS
115,1.03,216,,87.12,Butyramide,C$_{4}$H$_{9}$NO
,,,,2805.81,Lambertianin C,C$_{123}$H$_{80}$O$_{78}$
262,1.232,,,,Dibenz(a h)anthracene,C$_{22}$H$_{14}$
,,,,,PF-03550096,C$_{19}$H$_{28}$N$_{4}$O$_{4}$
,,,,,Butyl nitrite,
,,,,,Clefamide,C$_{17}$H$_{16}$Cl$_{2}$N$_{2}$O$_{5}$
-29.05,,103.46,soluble,146.11,Trifluorotoluene,C$_{6}$H$_{5}$CF$_{3}$
,,,,,Rilmazafone,C$_{21}$H$_{20}$Cl$_{2}$N$_{6}$O$_{3}$
,,,,181.232,Methylecgonidine,C$_{10}$H$_{15}$NO$_{2}$
,,,,,Diclofenac,C$_{14}$H$_{11}$Cl$_{2}$NO$_{2}$
,,,,,Litoxetine,C$_{16}$H$_{19}$NO
46,,182,0.48,,Ethyl carbamate,C$_{3}$H$_{7}$NO$_{2}$
,,,,,Xestoquinone,C$_{20}$H$_{14}$O$_{4}$
,,,,204.244,Succinylmonocholine,C$_{9}$H$_{18}$NO$^{+}_{4}$
,,,,,Cymarin,C$_{30}$H$_{44}$O$_{9}$
174-176,,,0.02%,,Deoxycholic acid,C$_{24}$H$_{40}$O$_{4}$
,,,,,Sumanirole,C$_{11}$H$_{13}$N$_{3}$O
,,,,,Levomilnacipran,C$_{15}$H$_{22}$N$_{2}$O
180,1.829,,,245.11,Styphnic acid,C$_{6}$H$_{3}$N$_{3}$O$_{8}$
-30,,235-239,,133.19,Tetrahydroisoquinoline,C$_{9}$H$_{11}$N
,,,,692.2,Maitansine,C$_{34}$H$_{46}$ClN$_{3}$O$_{10}$
,,,,,JZ-IV-10,C$_{18}$H$_{27}$ClN$_{2}$OS
,,,,,Enramycin,C$_{107}$H$_{138}$Cl$_{2}$N$_{26}$O$_{3}$
,,,,,PNU-181731,C$_{12}$H$_{14}$N$_{2}$
69,,,,,Trimellitic anhydride chloride,C$_{9}$H$_{3}$ClO$_{4}$
,,,,,Ritonavir,C$_{37}$H$_{48}$N$_{6}$O$_{5}$S$_{2}$
,,,,,A-84 543,
245-250,,,,,Alpha-Cyano-4-hydroxycinnamic acid,C$_{10}$H$_{7}$O$_{3}$N
,,,,613.9,Diatrizoic acid,C$_{11}$H$_{9}$I$_{3}$N$_{2}$O$_{4}$
,,,,,Tixocortol pivalate,C$_{26}$H$_{38}$O$_{5}$S
146,,320,,,Bufotenin,C$_{12}$H$_{16}$N$_{2}$O
,,,,626.4,Quercetin 3 4'-diglucoside,C$_{27}$H$_{30}$O$_{17}$
2080,5.11,,insoluble,183.49,Strontium titanate,SrTiO$_{3}$
,,,,,Stepronin,C$_{10}$H$_{11}$NO$_{4}$S$_{2}$
100,5.59,1473,insoluble,249.853,Tungstic acid,H$_{2}$WO$_{4}$
125,,,,,Valpromide,C$_{8}$H$_{17}$NO
,,,,,Mercaptopurine,C$_{5}$H$_{4}$N$_{4}$S
-41.5,2.852,173.2,rapid hydrolysis,270.69,Phosphorus tribromide,PBr$_{3}$
-49.5,1.879,86.5,Decomposes,214.4,Germanium tetrachloride,GeCl$_{4}$
,,,,388.63,Azacosterol,C$_{25}$H$_{44}$N$_{2}$O
79.2,0.868,192,,,Durene,C$_{10}$H$_{14}$
210-214,,,,,DMDNB,C$_{6}$H$_{12}$N$_{2}$O$_{4}$
,,,,,IC-26,C$_{20}$H$_{27}$NO$_{2}$S
,,,,210.182,Sedoheptulose,C$_{7}$H$_{14}$O$_{7}$
,,,,,Acrolein,C$_{3}$H$_{4}$O
,,,,,Azoximer bromide,
161-163,,,"dichloromethane, ethanol",294.350461,Triphenylphosphine sulfide,C$_{18}$H$_{15}$PS
,,,,,Phetharbital,C$_{14}$H$_{16}$N$_{2}$O$_{3}$
,,,,,Radotinib,C$_{27}$H$_{21}$F$_{3}$N$_{8}$O
,,,,,Nizatidine,C$_{12}$H$_{21}$N$_{5}$O$_{2}$S$_{2}$
,,,,,Lasofoxifene,C$_{28}$H$_{31}$NO$_{2}$
,,,,,Isamoltane,C$_{16}$H$_{22}$N$_{2}$O$_{2}$
,,,,,Cloxacillin,C$_{19}$H$_{18}$ClN$_{3}$O$_{5}$S
,,,,,Ascomycin,C$_{43}$H$_{69}$NO$_{12}$
,,,,,Suxamethonium chloride,
,,,,,Mangafodipir,C$_{22}$H$_{28}$MnN$_{4}$O$_{14}$P$_{2}$
,1.278,,,,Polyetherketoneketone,C$_{21}$H$_{23}$IN$_{2}$
,,,,504.44,Melezitose,C$_{18}$H$_{32}$O$_{16}$
,,,,,Dyphylline,C$_{10}$H$_{14}$N$_{4}$O$_{4}$
,,,,,Ethyl biscoumacetate,
,,,,,Bamaluzole,C$_{14}$H$_{12}$ClN$_{3}$O
,,,,,Ergocristine,C$_{35}$H$_{39}$N$_{5}$O$_{5}$
,,,,410.41,Heptacosylic acid,C$_{27}$H$_{54}$O$_{2}$
,,,,,Nipecotic acid,
,,,,,Ceftizoxime,C$_{13}$H$_{13}$N$_{5}$O$_{5}$S$_{2}$
,,,,,SB-649 915,
,,,,1101.26,Echinomycin,C$_{51}$H$_{64}$N$_{12}$O$_{12}$S$_{2}$
,,,,322.956,Gold heptafluoride,AuF$_{7}$
,,,,678.63,Tangshenoside I,C$_{29}$H$_{42}$O$_{18}$
,,,,,Aeruginascin,C$_{13}$H$_{20}$N$_{2}$O$_{4}$P
76,,295.1,slightly soluble in water,,Ethylvanillin,C$_{9}$H$_{10}$O$_{3}$
,,,,,Bromochlorosalicylanilide,C$_{7}$H$_{5}$Br$_{3}$O
,,,,,Tacrine,C$_{13}$H$_{14}$N$_{2}$
,,,,594.52,Kaempferol 3-O-rutinoside,C$_{27}$H$_{30}$O$_{15}$
,,,,,Phenylpropanolamine,C$_{9}$H$_{13}$NO
,,,,,Ladostigil,C$_{16}$H$_{20}$N$_{2}$O$_{2}$
3090,14.3,,insoluble,194.955,Tantalum nitride,TaN
,,,,,Fluticasone propionate,
,,,,401.269,Mafosfamide,C$_{9}$H$_{19}$Cl$_{2}$N$_{2}$O$_{5}$PS$_{2}$
,,,,,Nitrofurantoin,C$_{8}$H$_{6}$N$_{4}$O$_{5}$
,,,,296.32,Rosin (chemical),C$_{15}$H$_{20}$O$_{6}$
4.5,2.6,4.8,soluble,259.9,Iodine heptafluoride,IF$_{7}$
,,,,,THC-O-phosphate,C$_{21}$H$_{31}$O$_{5}$P
,,,,,Codeine methylbromide,
,,,,,Cuneane,C$_{8}$H$_{8}$
76-84,,211,,300.1,Perfluorobutanesulfonic acid,C$_{4}$HF$_{9}$O$_{3}$S
290,9.38,,insoluble,239.1988,Lead dioxide,PbO$_{2}$
,,,,,Roxadustat,C$_{19}$H$_{16}$N$_{2}$O$_{5}$
,,,,,Cryptolepine,C$_{16}$H$_{12}$N$_{2}$
,,,,254.16811,Carbonyl cyanide-p-trifluoromethoxyphenylhydrazone,C$_{10}$H$_{5}$F$_{3}$N$_{4}$O
,,,,,Cycloocta-1 3 6-triene,C$_{8}$H$_{10}$
,,,,,Teicoplanin,chemical_formulaVariable
,,,,,Acemetacin,C$_{21}$H$_{18}$ClNO$_{6}$
,,,,,Aluminium diacetate,C$_{4}$H$_{7}$AlO$_{5}$
,,,,,Feprazone,C$_{20}$H$_{20}$N$_{2}$O$_{2}$
,,,Reacts,,Pentyl,C$_{5}$H$^{.}_{11}$
,,,,506.33,Sanguisorbic acid,C$_{21}$H$_{14}$O$_{15}$
1172,,,,171.82,Indium(III) fluoride,InF$_{3}$
122,1499,408.4,,146.09814,Acetonedicarboxylic acid,C$_{5}$H$_{6}$O$_{5}$
,,,,270.27,Cardamomin,C$_{16}$H$_{14}$O$_{4}$
,,,,,Iopamidol,C$_{17}$H$_{22}$I$_{3}$N$_{3}$O$_{8}$
,,,,,Nigerose,C$_{12}$H$_{22}$O$_{11}$
,,,,,Metethoheptazine,C$_{17}$H$_{25}$NO$_{2}$
,,,,332.26,Laricitrin,C$_{16}$H$_{12}$O$_{8}$
,,,,,Fosamprenavir,C$_{25}$H$_{36}$N$_{3}$O$_{9}$PS
,,,,,Dimethylphenylpiperazinium,C$_{12}$H$_{19}$N$_{2}$
170,,,,,Emoxypine,C$_{8}$H$_{11}$NO
,,,,,Guanosine pentaphosphate,C$_{10}$H$_{17}$N$_{5}$O$_{17}$P$_{4}$
,,432.316,,213.62,Aminocyclopyrachlor,C$_{8}$H$_{8}$ClN$_{3}$O$_{2}$
,,,,,Terfenadine,C$_{32}$H$_{41}$NO$_{2}$
-259,,-253,,,Hydrogen deuteride,H[$^{2}$H]
,,,,,Furazabol,C$_{20}$H$_{30}$N$_{2}$O$_{2}$
-13,,188-191,,103.12,Benzonitrile,C$_{7}$H$_{5}$N
171-174,,,,,Thiocarbohydrazide,CH$_{6}$N$_{4}$S
Decomposes above 300,,,1,,PIPES,C$_{8}$H$_{18}$N$_{2}$O$_{6}$S$_{2}$
,,,,458.47,DIPAMP,C$_{28}$H$_{28}$O$_{2}$P$_{2}$
,,,,,Gemfibrozil,C$_{15}$H$_{22}$O$_{3}$
,,,,,Orbifloxacin,C$_{19}$H$_{20}$F$_{3}$N$_{3}$O$_{3}$
,,,,,Camphorsulfonic acid,C$_{10}$H$_{16}$O$_{4}$S
,,,,,Tracazolate,C$_{16}$H$_{24}$N$_{4}$O$_{2}$
,,,,370.48,Thromboxane B2,C$_{20}$H$_{34}$O$_{6}$
,,,,314.42,Kahweol,C$_{20}$H$_{26}$O$_{3}$
,,,,,Capnellene,C$_{15}$H$_{24}$
210,,,soluble,,L-Arginine L-pyroglutamate,C$_{11}$H$_{21}$N$_{5}$O$_{5}$
,,,,,PRX-07034,C$_{21}$H$_{29}$Cl$_{2}$N$_{3}$O$_{4}$S
1062,,,,145.792,Indium phosphide,InP
120.5,4.198,287.4,insoluble,535.7034,Silicon tetraiodide,SiI$_{4}$
-31,,207-208,,,Gamma-Valerolactone,C$_{5}$H$_{8}$O$_{2}$
,,,,,Trifluoromethylisocyanide,CF$_{3}$NC
,,,Soluble,,Pullulan,(C$_{6}$H$_{12}$O$_{5}$)$_{n}$
413.9,,,27.5,304.23,Barium chlorate,Ba(ClO$_{3}$)$_{2}$
112-113,,,,338.519,Phenylmercuric borate,C$_{6}$H$_{7}$BHgO$_{3}$
227-228,,178,2.17,,Caffeine (data page),C$_{8}$H$_{10}$N$_{4}$O$_{2}$
,,,,,Desmethylprodine,C$_{15}$H$_{21}$NO$_{2}$
39-42,1.008,260-262,,146.19,Benzylideneacetone,C$_{10}$H$_{10}$O
,,,,,Isosorbide mononitrate,
171-173,,,insoluble,188.88,Nickelocene,C$_{10}$H$_{10}$Ni
,,,,,Oxitriptyline,C$_{19}$H$_{21}$NO$_{2}$
647,,1530,Soluble,268.86,Dysprosium(III) chloride,DyCl$_{3}$
,,,,,Oxaprozin,C$_{18}$H$_{15}$NO$_{3}$
120,,,low,,Paraformaldehyde,OH(CH$_{2}$O)$_{n}$H(n8-100)
,,,,,NBUMP,C$_{26}$H$_{39}$N$_{3}$O$_{2}$
,,,,,Progesterone,C$_{21}$H$_{30}$O$_{2}$
-116.3,,34.6,69,,Diethyl ether,C$_{4}$H$_{10}$O
,,,,,Lipid II,C$_{94}$H$_{156}$N$_{8}$O$_{26}$P$_{2}$
,,,,,Bicalutamide,C$_{18}$H$_{14}$F$_{4}$N$_{2}$O$_{4}$S
133-135,,,,180.16,Tagatose,C$_{6}$H$_{12}$O$_{6}$
,3.01,,,,Aluminium hydroxide oxide,HAlO$_{2}$
>1000,,,,614.1789,Calcium copper titanate,CaCu$_{3}$Ti$_{4}$O$_{12}$
-43,,93,,,Dimethylmercury,HgC$_{2}$H$_{6}$
,,,,,FGIN-143,C$_{28}$H$_{36}$Cl$_{2}$N$_{2}$O
,,,,,Alfadolone,C$_{21}$H$_{32}$O$_{4}$
,,,,,Denosumab,C$_{6404}$H$_{9912}$N$_{1724}$O$_{2004}$S$_{50}$
,,,,,Sultamicillin,C$_{25}$H$_{30}$N$_{4}$O$_{9}$S$_{2}$
,,,,,Oxodipine,C$_{19}$H$_{21}$NO$_{6}$
225,,,,138.124,Urocanic acid,C$_{6}$H$_{6}$N$_{2}$O$_{2}$
,,,,,Epirizole,C$_{11}$H$_{14}$N$_{4}$O$_{2}$
327,,655,78.6,223.3817,Thallium(I) fluoride,TlF$^{2.}$
,,,,53.004,Chromium(I) hydride,CrH
,,236.4,,204.35,Germacrene,C$_{15}$H$_{24}$
,,,,,Nialamide,C$_{16}$H$_{18}$N$_{4}$O$_{2}$
250,3.344,,0.89,485.99,Potassium hexachloroplatinate,K$_{2}$PtCl$_{6}$
58,,255,,,Beta-Nitrostyrene,C$_{8}$H$_{7}$NO$_{2}$
,,,,,Landiolol,C$_{25}$H$_{39}$N$_{3}$O$_{8}$
,,,,,Tetramethylsuccinonitrile,C$_{8}$H$_{12}$N$_{2}$
,,,,,Lanreotide,C$_{54}$H$_{69}$N$_{11}$O$_{10}$S$_{2}$
101-103,,,,152.15,O-Anisic acid,C$_{8}$H$_{8}$O$_{3}$
191,,,,,Dipropylcyclopentylxanthine,C$_{16}$H$_{24}$N$_{4}$O$_{2}$
-59,0.848,142,17,86.132,Prenol,C$_{5}$H$_{10}$O
58,0.97,238,Insoluble,,Glycerol monostearate,C$_{21}$H$_{42}$O$_{4}$
,,,,,Meticillin,C$_{17}$H$_{20}$N$_{2}$O$_{6}$S
,,,,,AB-PINACA,C$_{18}$H$_{26}$N$_{4}$O$_{2}$
,,,,,Topiramate,C$_{12}$H$_{21}$NO$_{8}$S
,,,,,Ampiroxicam,C$_{20}$H$_{21}$N$_{3}$O$_{7}$S
,,,,,Racivir,C$_{8}$H$_{10}$FN$_{3}$O$_{3}$S
,,,8,136.974,Ammonium permanganate,NH$_{4}$MnO$_{4}$
,,,,,Bromocriptine,C$_{32}$H$_{40}$BrN$_{5}$O$_{5}$
-59,1.036,188.2,Miscible,,Propylene glycol,C$_{3}$H$_{8}$O$_{2}$
,,,,,Tandospirone,C$_{21}$H$_{29}$N$_{5}$O$_{2}$
,,,,,Cefalotin,C$_{16}$H$_{16}$N$_{2}$O$_{6}$S$_{2}$
,,,,,Felodipine,C$_{18}$H$_{19}$Cl$_{2}$NO$_{4}$
,,,,,Taxusin,C$_{28}$H$_{40}$O$_{8}$
786,4.02,1710,104,247.24,Praseodymium(III) chloride,PrCl$_{3}$
60-62,,,,,Cyclopentadienyl allyl palladium,C$_{8}$H$_{10}$Pd
,,,,544.5,Geranin A,C$_{30}$H$_{24}$O$_{10}$
,,,,111.18,Pyrrolizidine,C$_{7}$H$_{13}$N
,,,,165.23,Perillartine,C$_{10}$H$_{15}$NO
,,,,,Sulfametrole,C$_{9}$H$_{10}$N$_{4}$O$_{3}$S$_{2}$
150-160,,,Insoluble in water,,Polylactic acid,(C$_{3}$H$_{4}$O$_{2}$)$_{n}$
98.9,1.17,,,,Acetamiprid,C$_{10}$H$_{11}$ClN$_{4}$
,2.97,,,,Ammonium dimolybdate,H$_{8}$N$_{2}$Mo$_{2}$O$_{7}$
-25,1.01,198,,,Octyl methoxycinnamate,C$_{18}$H$_{26}$O$_{3}$
,,,insoluble,,Polyacetylene,[C$_{2}$H$_{2}$]$_{n}$
,,,,323.34,Senicapoc,C$_{20}$H$_{15}$F$_{2}$NO
,,,,,AM-906,C$_{23}$H$_{34}$O$_{3}$
-61,0.846,156.5,very slightly soluble,100.159,Cis-3-Hexen-1-ol,C$_{6}$H$_{12}$O
285,4.96,656,,194.722,Indium(I) bromide,InBr
170-172,,,,,Benzimidazole,C$_{7}$H$_{6}$N$_{2}$
,,,,,Hodgkinsine,C$_{33}$H$_{38}$N$_{6}$
,,,,879.08,P57 (glycoside),C$_{47}$H$_{74}$O$_{15}$
,,,,316.82,Magic acid,HSbF$_{6}$SO$_{3}$
,,,,,Simple carbamazepine,C$_{15}$H$_{12}$N$_{2}$O
252.6,2.338,400,22.6,136.086,Monopotassium phosphate,KH$_{2}$PO$_{4}$
,,,not soluble,189.12,Cobaltocene,[Co($\eta^{5}$C$_{5}$H$_{5}$)$_{2}$]
,,,,,Bretylium,C11H17BrN1charge+
,,,,342.3,Kojibiose,C$_{12}$H$_{22}$O$_{11}$
172-175,,,,414.498,Tentoxin,C$_{22}$H$_{30}$N$_{4}$O$_{4}$
,7.3,,Insoluble,747.6972,Terbium(III IV) oxide,Tb$_{4}$O$_{7}$
,,,,,Piperacetam,C$_{11}$H$_{19}$N$_{3}$O$_{2}$
,,,,2465.668,Corticotropin-like intermediate peptide,C$_{112}$H$_{165}$N$_{27}$O$_{36}$
,,,,,Dithranol,C$_{14}$H$_{10}$O$_{3}$
490,,,reacts violently to form CsOH,281.81,Caesium oxide,Cs$_{2}$O
104-105,,,,,Dazomet,C$_{5}$H$_{10}$N$_{2}$S$_{2}$
13-14,1.043,90-92,,,N-Vinylpyrrolidone,C$_{6}$H$_{9}$NO
,1.45,,,,Rhoeadine,C$_{21}$H$_{21}$NO$_{6}$
116-119,,,,,Dopastin,C$_{9}$H$_{17}$N$_{3}$O$_{3}$
,,,,102.127,Disulfur difluoride,S$_{2}$F$_{2}$
-73,,85,,,Tert-Amyl chloride,C$_{5}$H$_{11}$Cl
,,,,,QUCHIC,C$_{25}$H$_{24}$N$_{2}$O$_{2}$
,,,,,Heme arginate,C$_{40}$H$_{48}$FeN$_{8}$O$^{+2}_{6}$
,,,,,Salsalate,C$_{14}$H$_{10}$O$_{5}$
,,,,,Pyr-T,C$_{14}$H$_{18}$N$_{2}$
47.5,,,3.05,,Phosalone,C$_{12}$H$_{15}$ClNO$_{4}$PS$_{2}$
199,,,7.5,,Glutamic acid,C$_{5}$H$_{9}$NO$_{4}$
,,,Reacts,,Nascent hydrogen,H
,,,,,Volociximab,C$_{6434}$H$_{9942}$N$_{1706}$O$_{2040}$S$_{52}$
,1.81,330,18.5,245.79,Tetraamminecopper(II) sulfate,[Cu(NH$_{3}$)$_{4}$(H$_{2}$O)$_{n}$]SO$_{4}$
,,,,,Mirtazapine,C$_{17}$H$_{19}$N$_{3}$
10,,337,miscible,98.079,Sulfuric acid,H$_{2}$SO$_{4}$
11.8,1.25,165,,88.06,Pyruvic acid,C$_{3}$H$_{4}$O$_{3}$
155,1.619,,57.5,132.07,Diammonium phosphate,(NH$_{4}$)$_{2}$HPO$_{4}$
210,,516.8,,319.401,Epalrestat,C$_{15}$H$_{13}$NO$_{3}$S$_{2}$
,,,,,ADBICA,C$_{20}$H$_{29}$N$_{3}$O$_{2}$
,,,,471.42,Oxapium iodide,C$_{22}$H$_{34}$INO$_{2}$
,,,,,Farnesyl pyrophosphate,C$_{15}$H$_{28}$O$_{7}$P$_{2}$
,,,,,Ergotamine,C$_{33}$H$_{35}$N$_{5}$O$_{5}$
,,,,375.38,Acid orange 5,C$_{18}$H$_{14}$N$_{3}$NaO$_{3}$S
,,,,737.72374,Water blue,C$_{32}$H$_{25}$N$_{3}$O$_{9}$S$_{3}$Na$_{2}$
,,,,,Irinotecan,C33H38N4O6e
-44.8,,164.7,0.002% (20$^{\circ}$C),120.19,Mesitylene,C$_{9}$H$_{12}$
31-32,,342,,,Civetone,C$_{17}$H$_{30}$O
172.5,,408,,220.093,Phosphorus sesquisulfide,P$_{4}$S$_{3}$
,,,,,Sulfur dibromide,Br$_{2}$S
,,,,,Cannabidivarin,C$_{19}$H$_{26}$O$_{2}$
